"ABRE";"DENOMINATIONS.SANS.AUTEUR";"FAMILLE";"GENRE";"ESPECE";"CodeValid";"CodeValidAnormale"
"GITM";"Gomphonema intermedium";"NA";"GOMPHONEMA";"Gomphonema intermedium";"GITM";"GITM"
"GITP";"Gomphonema interpositum";"NA";"GOMPHONEMA";"Gomphonema interpositum";"GITP";"GITP"
"GITD";"Gomphonema intricatoide";"NA";"GOMPHONEMA";"Gomphonema intricatoide";"GITD";"GITD"
"GIFO";"Gomphonema intricatum f. fossilis";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIFO";"GIFO"
"GINT";"Gomphonema intricatum";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GDIC";"GDIC"
"GICU";"Gomphonema intricatum var. curvatum";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GICU";"GICU"
"GIDI";"Gomphonema intricatum var. dichotomum";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GDIC";"GDIC"
"GIDS";"Gomphonema intricatum var. dichotomum f. semipura";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIDS";"GIDS"
"GIDM";"Gomphonema intricatum var. diminutum";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIDM";"GIDM"
"GILA";"Gomphonema intricatum var. lancetula";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GILA";"GILA"
"GILU";"Gomphonema intricatum var. lunata";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GALU";"GALU"
"GIMI";"Gomphonema intricatum var. minor";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIMI";"GIMI"
"GIPL";"Gomphonema intricatum var. pulvinata";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIPL";"GIPL"
"GIPU";"Gomphonema intricatum var. pumila";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GPUM";"GPUM"
"GIPS";"Gomphonema intricatum var. pusillum";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIPS";"GIPS"
"GIVI";"Gomphonema intricatum var. vibrio";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GVBR";"GVBR"
"GIVA";"Gomphonema intricatum var. vibrio f. attenuata";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIVA";"GIVA"
"GIVV";"Gomphonema intricatum var. vibrio f. subventricosa";"NA";"GOMPHONEMA";"Gomphonema intricatum";"GIVV";"GIVV"
"GIVS";"Gomphonema inversum";"NA";"GOMPHONEMA";"Gomphonema inversum";"GIVS";"GIVS"
"GINV";"Gomphonema invidia";"NA";"GOMPHONEMA";"Gomphonema invidia";"GINV";"GINV"
"GIVT";"Gomphonema invisitata";"NA";"GOMPHONEMA";"Gomphonema invisitata";"GIVT";"GIVT"
"GIRR";"Gomphonema irroratum";"NA";"GOMPHONEMA";"Gomphonema irroratum";"GIRR";"GIRR"
"GISA";"Gomphonema isabellae";"NA";"GOMPHONEMA";"Gomphonema isabellae";"GISA";"GISA"
"GITA";"Gomphonema italicum";"NA";"GOMPHONEMA";"Gomphonema italicum";"GITA";"GITA"
"GIDE";"Gomphonema italicum var. densistriatum";"NA";"GOMPHONEMA";"Gomphonema italicum";"GIDE";"GIDE"
"GITT";"Gomphonema italicum var. tumidum";"NA";"GOMPHONEMA";"Gomphonema italicum";"GITT";"GITT"
"GJAB";"Gomphonema jablanicense";"NA";"GOMPHONEMA";"Gomphonema jablanicense";"GJAB";"GJAB"
"GJAD";"Gomphonema jadwigiae f. subventricosa";"NA";"GOMPHONEMA";"Gomphonema jadwigiae";"GJAD";"GJAD"
"GJAM";"Gomphonema jamesrossense";"NA";"GOMPHONEMA";"Gomphonema jamesrossense ";"GJAM";"GJAM"
"GJAO";"Gomphonema jao";"NA";"GOMPHONEMA";"Gomphonema jao";"GJAO";"GJAO"
"GJAS";"Gomphonema jasnitskyii";"NA";"GOMPHONEMA";"Gomphonema jasnitskyii";"GJAS";"GJAS"
"GJAV";"Gomphonema javanicum";"NA";"GOMPHONEMA";"Gomphonema javanicum";"GJAV";"GJAV"
"GJAT";"Gomphonema javanicum f. anormale";"NA";"GOMPHONEMA";"Gomphonema javanicum";"GJAT";"DEFO"
"GJER";"Gomphonema jergackianum";"NA";"GOMPHONEMA";"Gomphonema jergackianum";"GJER";"GJER"
"GJOC";"Gomphonema johncarterii";"NA";"GOMPHONEMA";"Gomphonema johncarterii";"GJOC";"GJOC"
"GJOH";"Gomphonema johnsonii";"NA";"GOMPHONEMA";"Gomphonema johnsonii";"GJOH";"GJOH"
"GJUT";"Gomphonema juettnerii";"NA";"GOMPHONEMA";"Gomphonema juettnerii";"GJUT";"GJUT"
"GJUR";"Gomphonema juriljii";"NA";"GOMPHONEMA";"Gomphonema juriljii ";"GJUR";"GJUR"
"GKAM";"Gomphonema kamtschaticum";"NA";"GOMPHONEMA";"Gomphonema kamtschaticum";"PGKA";"PGKA"
"GKCA";"Gomphonema kamtschaticum var. californicum";"NA";"GOMPHONEMA";"Gomphonema kamtschaticum";"PGKA";"PGKA"
"GKIS";"Gomphonema kamtschaticum var. islandicum";"NA";"GOMPHONEMA";"Gomphonema kamtschaticum";"PGKA";"PGKA"
"GKAW";"Gomphonema kaweckana";"NA";"GOMPHONEMA";"Gomphonema kaweckana";"GKAW";"GKAW"
"GKAZ";"Gomphonema kaznakowi";"NA";"GOMPHONEMA";"Gomphonema kaznakowi";"GKAZ";"GKAZ"
"GKKM";"Gomphonema kaznakowi var. mingiana";"NA";"GOMPHONEMA";"Gomphonema kaznakowi";"GKKM";"GKKM"
"GKLA";"Gomphonema kerguelenensis f. lanceolatum";"NA";"GOMPHONEMA";"Gomphonema kerguelenensis";"GALA";"GALA"
"GKER";"Gomphonema kerguelenensis";"NA";"GOMPHONEMA";"Gomphonema kerguelenensis";"GAKE";"GAKE"
"GKHE";"Gomphonema khentiiense";"NA";"GOMPHONEMA";"Gomphonema khentiiense";"GKHE";"GKHE"
"GKIL";"Gomphonema kilhamii";"NA";"GOMPHONEMA";"Gomphonema kilhamii";"GKIL";"GKIL"
"GKIN";"Gomphonema kinokawaensis";"NA";"GOMPHONEMA";"Gomphonema kinokawaensis";"GKIN";"GKIN"
"GKOB";"Gomphonema kobayashiae";"NA";"GOMPHONEMA";"Gomphonema kobayashiae";"GKOB";"GKOB"
"GKBA";"Gomphonema kobayasii";"NA";"GOMPHONEMA";"Gomphonema kobayasii";"GKBA";"GKBA"
"GKOL";"Gomphonema kolbei";"NA";"GOMPHONEMA";"Gomphonema kolbei  ";"GKOL";"GKOL"
"GKOR";"Gomphonema koreana";"NA";"GOMPHONEMA";"Gomphonema koreana";"GKOR";"GKOR"
"GKOZ";"Gomphonema kozufense";"NA";"GOMPHONEMA";"Gomphonema kozufense";"GKOZ";"GKOZ"
"GKRA";"Gomphonema krammeri";"NA";"GOMPHONEMA";"Gomphonema krammeri";"GKRA";"GKRA"
"GLCN";"Gomphonema lacunicola";"NA";"GOMPHONEMA";"Gomphonema lacunicola";"GLCN";"GLCN"
"GLBK";"Gomphonema lacus baikali";"NA";"GOMPHONEMA";"Gomphonema lacus baikali";"GLBK";"GLBK"
"GLVI";"Gomphonema lacus-victoriensis";"NA";"GOMPHONEMA";"Gomphonema lacus-victoriensis";"GLVI";"GLVI"
"GLVU";"Gomphonema lacus-vulcani";"NA";"GOMPHONEMA";"Gomphonema lacus-vulcani";"GLVU";"GLVU"
"GLRK";"Gomphonema lacusrankala";"NA";"GOMPHONEMA";"Gomphonema lacusrankala";"GLRK";"GLRK"
"GLKG";"Gomphonema lacusrankala var. gracilis";"NA";"GOMPHONEMA";"Gomphonema lacusrankala";"GLKO";"GLKO"
"GLKR";"Gomphonema lacusrankala var. robusta";"NA";"GOMPHONEMA";"Gomphonema lacusrankala";"GLRK";"GLRK"
"GLKO";"Gomphonema lacusrankaloides";"NA";"GOMPHONEMA";"Gomphonema lacusrankaloides";"GLKO";"GLKO"
"GLGN";"Gomphonema lagenula";"NA";"GOMPHONEMA";"Gomphonema lagenula";"GLGN";"GLGN"
"GLGA";"Gomphonema lagenula f. anormale";"NA";"GOMPHONEMA";"Gomphonema lagenula";"GLGA";"DEFO"
"GLAG";"Gomphonema lagerheimii";"NA";"GOMPHONEMA";"Gomphonema lagerheimii";"GLAG";"GLAG"
"GLAN";"Gomphonema lanceolatum";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GAFF";"GAFF"
"GLTU";"Gomphonema lanceolatum f. turris";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GCTT";"GCTT"
"GLAC";"Gomphonema lanceolatum var. acutiuscula";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GACT";"GACT"
"GLBV";"Gomphonema lanceolatum var. brevistriata";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GLBV";"GLBV"
"GLCA";"Gomphonema lanceolatum var. capitata";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GLCA";"GLCA"
"GLAI";"Gomphonema lanceolatum var. insignis";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GAFI";"GAFI"
"GLAM";"Gomphonema lanceolatum var. amuricum";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GLAM";"GLAM"
"GLCU";"Gomphonema lanceolatum var. curtum";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GLCU";"GLCU"
"GLPH";"Gomphonema lanceolatum var. philippinum";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GLPH";"GLPH"
"GLSE";"Gomphonema lanceolatum var. selengensis";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GLSE";"GLSE"
"GLAK";"Gomphonema lanceolatum";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GGRU";"GGRU"
"GLVH";"Gomphonema lanceolatum";"NA";"GOMPHONEMA";"Gomphonema lanceolatum";"GGLT";"GGLT"
"GLBE";"Gomphonema Lange-Bertalotii";"NA";"GOMPHONEMA";"Gomphonema Lange-Bertalotii";"GLBE";"GLBE"
"GLAP";"Gomphonema lapponicum";"NA";"GOMPHONEMA";"Gomphonema lapponicum";"GLAP";"GLAP"
"GLLA";"Gomphonema latelanceolatum";"NA";"GOMPHONEMA";"Gomphonema latelanceolatum";"GLLA";"GLLA"
"GLAT";"Gomphonema lateripunctatum";"NA";"GOMPHONEMA";"Gomphonema lateripunctatum";"GLAT";"GLAT"
"GLTC";"Gomphonema laticollum";"NA";"GOMPHONEMA";"Gomphonema laticollum";"GLTC";"GLTC"
"GLTP";"Gomphonema latipes";"NA";"GOMPHONEMA";"Gomphonema latipes";"GLTP";"GLTP"
"GLST";"Gomphonema latistigmata";"NA";"GOMPHONEMA";"Gomphonema latistigmata";"GLST";"GLST"
"GLAS";"Gomphonema latius";"NA";"GOMPHONEMA";"Gomphonema latius";"GLAS";"GLAS"
"GNLT";"Gomphonema latum";"NA";"GOMPHONEMA";"Gomphonema latum";"GLTA";"GLTA"
"GLEP";"Gomphonema lepidum";"NA";"GOMPHONEMA";"Gomphonema lepidum";"GLEP";"GLEP"
"GLPT";"Gomphonema leptocampum";"NA";"GOMPHONEMA";"Gomphonema leptocampum";"GLPT";"GLPT"
"GLPD";"Gomphonema leptoproductum";"NA";"GOMPHONEMA";"Gomphonema leptoproductum";"GLPD";"GLPD"
"GLIE";"Gomphonema liebscheri";"NA";"GOMPHONEMA";"Gomphonema liebscheri";"GLIE";"GLIE"
"GLDS";"Gomphonema lindsayi";"NA";"GOMPHONEMA";"Gomphonema lindsayi";"GLDS";"GLDS"
"GLRO";"Gomphonema linearoides";"NA";"GOMPHONEMA";"Gomphonema linearoides";"GLRO";"GLRO"
"GLIG";"Gomphonema lingulatiformis";"NA";"GOMPHONEMA";"Gomphonema lingulatiformis";"GPLI";"GPLI"
"GLGU";"Gomphonema lingulatum";"NA";"GOMPHONEMA";"Gomphonema lingulatum";"GLGU";"GLGU"
"GLEL";"Gomphonema lingulatum var. elongatum";"NA";"GOMPHONEMA";"Gomphonema lingulatum";"GLEL";"GLEL"
"GLIP";"Gomphonema lippertii";"NA";"GOMPHONEMA";"Gomphonema lippertii";"GLIP";"GLIP"
"GLIT";"Gomphonema littorale";"NA";"GOMPHONEMA";"Gomphonema littorale";"GOLT";"GOLT"
"GLIY";"Gomphonema liyanlingae";"NA";"GOMPHONEMA";"Gomphonema liyanlingae";"GLIY";"GLIY"
"GLSB";"Gomphonema longiceps var. subclavatum f. bicapitellata";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GLSB";"GLSB"
"GLON";"Gomphonema longiceps";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GLON";"GLON"
"GLOC";"Gomphonema longiceps f. cuneata";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GLOC";"GLOC"
"GLMO";"Gomphonema longiceps var. montana";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GCLA";"GCLA"
"GLGR";"Gomphonema longiceps var. subclavata f. gracilis";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GSGR";"GSGR"
"GLSU";"Gomphonema longiceps var. subclavatum";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GCLA";"GCLA"
"GLAU";"Gomphonema longiceps var. australica";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GLAU";"GLAU"
"GLHA";"Gomphonema longiceps var. hankensis";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GLHA";"GLHA"
"GLRU";"Gomphonema longiceps var. rupestris";"NA";"GOMPHONEMA";"Gomphonema longiceps";"GLRU";"GLRU"
"GLCO";"Gomphonema longicolle";"NA";"GOMPHONEMA";"Gomphonema longicolle";"GLCO";"GLCO"
"GLGL";"Gomphonema longilineare";"NA";"GOMPHONEMA";"Gomphonema longilineare";"GLGL";"GLGL"
"GLOU";"Gomphonema louisiananum";"NA";"GOMPHONEMA";"Gomphonema louisiananum";"GLOU";"GLOU"
"GLOW";"Gomphonema lowei";"NA";"GOMPHONEMA";"Gomphonema lowei";"GLOW";"GLOW"
"GLUJ";"Gomphonema lujanense";"NA";"GOMPHONEMA";"Gomphonema lujanense";"GLUJ";"GLUJ"
"GLYD";"Gomphonema lychnidum";"NA";"GOMPHONEMA";"Gomphonema lychnidum";"GLYD";"GLYD"
"GMDO";"Gomphonema macedonicum";"NA";"GOMPHONEMA";"Gomphonema macedonicum";"GMDO";"GMDO"
"GMCL";"Gomphonema maclaughlinii";"NA";"GOMPHONEMA";"Gomphonema maclaughlinii";"GMCL";"GMCL"
"GMAD";"Gomphonema madagascarensis";"NA";"GOMPHONEMA";"Gomphonema madagascarensis";"GMAD";"GMAD"
"GMAJ";"Gomphonema maejoensis";"NA";"GOMPHONEMA";"Gomphonema maejoensis";"GMAJ";"GMAJ"
"GMGN";"Gomphonema magnificum";"NA";"GOMPHONEMA";"Gomphonema magnificum";"GAFF";"GAFF"
"GMKL";"Gomphonema makaluense";"NA";"GOMPHONEMA";"Gomphonema makaluense";"GMKL";"GMKL"
"GMAK";"Gomphonema makarovae";"NA";"GOMPHONEMA";"Gomphonema makarovae";"GMAK";"GMAK"
"GMAL";"Gomphonema malayense";"NA";"GOMPHONEMA";"Gomphonema malayense";"GMAL";"GMAL"
"GMML";"Gomphonema malayense var. melanesicum";"NA";"GOMPHONEMA";"Gomphonema malayense";"GMML";"GMML"
"GMLI";"Gomphonema malista";"NA";"GOMPHONEMA";"Gomphonema malista";"GMLI";"GMLI"
"GMAN";"Gomphonema manguinii";"NA";"GOMPHONEMA";"Gomphonema manguinii";"GMAN";"GMAN"
"GMGU";"Gomphonema manguinii";"NA";"GOMPHONEMA";"Gomphonema manguinii";"GMGU";"GMGU"
"GMNI";"Gomphonema manifestum";"NA";"GOMPHONEMA";"Gomphonema manifestum";"GMNI";"GMNI"
"GMNU";"Gomphonema manubrium";"NA";"GOMPHONEMA";"Gomphonema manubrium";"GMNU";"GMNU"
"GMGT";"Gomphonema margaritae";"NA";"GOMPHONEMA";"Gomphonema margaritae";"TRMA";"TRMA"
"GMRI";"Gomphonema marinum";"NA";"GOMPHONEMA";"Gomphonema marinum               ";"RMAR";"RMAR"
"GMRN";"Gomphonema marionense";"NA";"GOMPHONEMA";"Gomphonema marionense";"GMRN";"GMRN"
"GMVE";"Gomphonema mariovense";"NA";"GOMPHONEMA";"Gomphonema mariovense";"GMVE";"GMVE"
"GMAA";"Gomphonema maritimo-antarcticum";"NA";"GOMPHONEMA";"Gomphonema maritimo-antarcticum";"GMAA";"GMAA"
"GMAR";"Gomphonema martinii";"NA";"GOMPHONEMA";"Gomphonema martinii";"GMAR";"GMAR"
"GMAV";"Gomphonema marvanii";"NA";"GOMPHONEMA";"Gomphonema marvanii";"GMVA";"GMVA"
"GMIF";"Gomphonema medio-inflatum";"NA";"GOMPHONEMA";"Gomphonema medio-inflatum";"GMIF";"GMIF"
"GMIR";"Gomphonema medio-inflatum var. irregulare";"NA";"GOMPHONEMA";"Gomphonema medio-inflatum";"GMIR";"GMIR"
"GMDA";"Gomphonema medioasiae";"NA";"GOMPHONEMA";"Gomphonema medioasiae";"GMDA";"GMDA"
"GMDI";"Gomphonema mediocris";"NA";"GOMPHONEMA";"Gomphonema mediocris";"GMDI";"GMDI"
"GMEC";"Gomphonema mediocris var.capitatum";"NA";"GOMPHONEMA";"Gomphonema mediocris";"GMEC";"GMEC"
"GMEG";"Gomphonema megalobrebissonii";"NA";"GOMPHONEMA";"Gomphonema megalobrebissonii";"GMEG";"GMEG"
"GMEH";"Gomphonema mehleri";"NA";"GOMPHONEMA";"Gomphonema mehleri";"GMEH";"GMEH"
"GMRK";"Gomphonema mereschkowskyii";"NA";"GOMPHONEMA";"Gomphonema mereschkowskyii";"GMRK";"GMRK"
"GMLT";"Gomphonema mereschkowskyii var. lancetulum";"NA";"GOMPHONEMA";"Gomphonema mereschkowskyii ";"GMLT";"GMLT"
"GMRD";"Gomphonema meridionalum";"NA";"GOMPHONEMA";"Gomphonema meridionalum";"GMRD";"GMRD"
"GMES";"Gomphonema mesta";"NA";"GOMPHONEMA";"Gomphonema mesta";"GMES";"GMES"
"GMZL";"Gomphonema metzeltinii";"NA";"GOMPHONEMA";"Gomphonema metzeltinii";"GMZL";"GMZL"
"GMEZ";"Gomphonema metzeltinii";"NA";"GOMPHONEMA";"Gomphonema metzeltinii";"GMEZ";"GMEZ"
"GMEX";"Gomphonema mexicanum";"NA";"GOMPHONEMA";"Gomphonema mexicanum";"GMEX";"GMEX"
"GMCP";"Gomphonema microcapitatum";"NA";"GOMPHONEMA";"Gomphonema microcapitatum";"GMCP";"GMCP"
"GMLC";"Gomphonema microlanceolatum";"NA";"GOMPHONEMA";"Gomphonema microlanceolatum";"GMLC";"GMLC"
"GMLA";"Gomphonema microlaticollum";"NA";"GOMPHONEMA";"Gomphonema microlaticollum";"GMLA";"GMLA"
"GMPU";"Gomphonema micropumilum";"NA";"GOMPHONEMA";"Gomphonema micropumilum";"GMPU";"GMPU"
"GMIC";"Gomphonema micropus var. micropus";"NA";"GOMPHONEMA";"Gomphonema micropus";"GMIC";"GMIC"
"GMTG";"Gomphonema micropus f. anormale";"NA";"GOMPHONEMA";"Gomphonema micropus";"GMTG";"DEFO"
"GMAQ";"Gomphonema micropus  morphotype aequalidictum";"NA";"GOMPHONEMA";"Gomphonema micropus";"GMAQ";"GMAQ"
"GMEL";"Gomphonema micropus  morphotype elongatum";"NA";"GOMPHONEMA";"Gomphonema micropus";"GMEL";"GMEL"
"GMAE";"Gomphonema micropus var. aequale";"NA";"GOMPHONEMA";"Gomphonema micropus";"GMAE";"GMAE"
"GMIH";"Gomphonema mihoi";"NA";"GOMPHONEMA";"Gomphonema mihoi";"GMIH";"GMIH"
"GMIS";"Gomphonema minusculum";"NA";"GOMPHONEMA";"Gomphonema minusculum";"GMIS";"GMIS"
"GMNF";"Gomphonema minutiforme";"NA";"GOMPHONEMA";"Gomphonema minutiforme";"GMNF";"GMNF"
"GMIN";"Gomphonema minutum f. minutum";"NA";"GOMPHONEMA";"Gomphonema minutum";"GMIN";"GMIN"
"GMCU";"Gomphonema minutum f. curtum";"NA";"GOMPHONEMA";"Gomphonema minutum";"GMCU";"GMCU"
"GMLE";"Gomphonema minutum f. lemanense";"NA";"GOMPHONEMA";"Gomphonema minutum";"GMLE";"GMLE"
"GMPA";"Gomphonema minutum f. pachypus";"NA";"GOMPHONEMA";"Gomphonema minutum";"GMPA";"GMPA"
"GMSY";"Gomphonema minutum f. syriacum";"NA";"GOMPHONEMA";"Gomphonema minutum";"GMSY";"GMSY"
"GMIT";"Gomphonema minutum f. anormale";"NA";"GOMPHONEMA";"Gomphonema minutum";"GMIT";"DEFO"
"GMDC";"Gomphonema modicum";"NA";"GOMPHONEMA";"Gomphonema modicum";"GMDC";"GMDC"
"GMGS";"Gomphonema mongoliosinica";"NA";"GOMPHONEMA";"Gomphonema mongoliosinica";"GMGS";"GMGS"
"GMHA";"Gomphonema montanum f. hankensis";"NA";"GOMPHONEMA";"Gomphonema montanum";"GMHA";"GMHA"
"GMON";"Gomphonema montanum";"NA";"GOMPHONEMA";"Gomphonema montanum";"GCLA";"GCLA"
"GMAC";"Gomphonema montanum var. acuminata";"NA";"GOMPHONEMA";"Gomphonema montanum";"GMAC";"GMAC"
"GMCO";"Gomphonema montanum var. commutatum";"NA";"GOMPHONEMA";"Gomphonema montanum";"GMCO";"GMCO"
"GMME";"Gomphonema montanum var. media";"NA";"GOMPHONEMA";"Gomphonema montanum";"GMME";"GMME"
"GMMU";"Gomphonema montanum var. mustela";"NA";"GOMPHONEMA";"Gomphonema montanum";"GCLA";"GCLA"
"GMSM";"Gomphonema montanum var. subclavatum f. minor";"NA";"GOMPHONEMA";"Gomphonema montanum";"GMSM";"GMSM"
"GMSC";"Gomphonema montanum var. subclavatum";"NA";"GOMPHONEMA";"Gomphonema montanum";"GCLA";"GCLA"
"GMSU";"Gomphonema montanum var. suecicum";"NA";"GOMPHONEMA";"Gomphonema montanum";"GMSU";"GMSU"
"GMTZ";"Gomphonema montezumense";"NA";"GOMPHONEMA";"Gomphonema montezumense";"GMTZ";"GMTZ"
"GMOR";"Gomphonema moresbyanum";"NA";"GOMPHONEMA";"Gomphonema moresbyanum";"GMOR";"GMOR"
"GOMO";"Gomphonema morii";"NA";"GOMPHONEMA";"Gomphonema morii";"GKOR";"GKOR"
"GMUE";"Gomphonema muelleri";"NA";"GOMPHONEMA";"Gomphonema muelleri";"GMUE";"GMUE"
"GMUL";"Gomphonema multiforme";"NA";"GOMPHONEMA";"Gomphonema multiforme";"GMUL";"GMUL"
"GMUS";"Gomphonema mustela";"NA";"GOMPHONEMA";"Gomphonema mustela";"GMUS";"GMUS"
"GNAR";"Gomphonema narodoense";"NA";"GOMPHONEMA";"Gomphonema narodoense";"GNAR";"GNAR"
"GNAT";"Gomphonema nathorstii";"NA";"GOMPHONEMA";"Gomphonema nathorstii";"GNAT";"GNAT"
"GNVC";"Gomphonema naviculoides";"NA";"GOMPHONEMA";"Gomphonema naviculoides";"GNVC";"GNVC"
"GNED";"Gomphonema nediense";"NA";"GOMPHONEMA";"Gomphonema nediense";"GNED";"GNED"
"GNAP";"Gomphonema neoapiculatum";"NA";"GOMPHONEMA";"Gomphonema neoapiculatum";"GNAP";"GNAP"
"GNBP";"Gomphonema neobourrellyi  morphotype parvum";"NA";"GOMPHONEMA";"Gomphonema neobourrellyi";"GNBP";"GNBP"
"GNBO";"Gomphonema neobourrellyi";"NA";"GOMPHONEMA";"Gomphonema neobourrellyi";"GNBO";"GNBO"
"GNEO";"Gomphonema neobourrellyi subsp. prolongatum";"NA";"GOMPHONEMA";"Gomphonema neobourrellyi";"GNEO";"GNEO"
"GNCD";"Gomphonema neocaledonica";"NA";"GOMPHONEMA";"Gomphonema neocaledonica";"GNEO";"GNEO"
"GNEN";"Gomphonema neonasutum";"NA";"GOMPHONEMA";"Gomphonema neonasutum";"GNEN";"GNEN"
"GNEP";"Gomphonema nepalense";"NA";"GOMPHONEMA";"Gomphonema nepalense";"GNEP";"GNEP"
"GNES";"Gomphonema nesophilum";"NA";"GOMPHONEMA";"Gomphonema nesophilum";"GNES";"GNES"
"GNET";"Gomphonema netriviale";"NA";"GOMPHONEMA";"Gomphonema netriviale";"GNET";"GNET"
"GNPN";"Gomphonema nipponicum";"NA";"GOMPHONEMA";"Gomphonema nipponicum";"GNPN";"GNPN"
"GNOV";"Gomphonema novacula";"NA";"GOMPHONEMA";"Gomphonema novacula";"GNOV";"GNOV"
"GNVZ";"Gomphonema novae zealandiae";"NA";"GOMPHONEMA";"Gomphonema novae zealandiae";"GNVZ";"GNVZ"
"GNZE";"Gomphonema novo-zelandicum";"NA";"GOMPHONEMA";"Gomphonema novo-zelandicum";"GNZE";"GNZE"
"GOBO";"Gomphonema obesoccultum";"NA";"GOMPHONEMA";"Gomphonema obesoccultum";"GOBO";"GOBO"
"GOBC";"Gomphonema obscurum";"NA";"GOMPHONEMA";"Gomphonema obscurum";"GOOB";"GOOB"
"GOCU";"Gomphonema occultum";"NA";"GOMPHONEMA";"Gomphonema occultum";"GOCU";"GOCU"
"GOKA";"Gomphonema okavangoanum";"NA";"GOMPHONEMA";"Gomphonema okavangoanum";"GOKA";"GOKA"
"GOLA";"Gomphonema olivaceoides var. lanceolatum";"NA";"GOMPHONEMA";"Gomphonema olivaceoides";"GOLA";"GOLA"
"GOLD";"Gomphonema olivaceoides";"NA";"GOMPHONEMA";"Gomphonema olivaceoides";"GOLD";"GOLD"
"GODE";"Gomphonema olivaceoides var. densestriata";"NA";"GOMPHONEMA";"Gomphonema olivaceoides";"GLCN";"GLCN"
"GODL";"Gomphonema olivaceoides var. lanceolata";"NA";"GOMPHONEMA";"Gomphonema olivaceoides";"GODL";"GODL"
"GOHU";"Gomphonema olivaceoides var. hutchinsoniana";"NA";"GOMPHONEMA";"Gomphonema olivaceoides";"GOHU";"GOHU"
"GOLL";"Gomphonema olivaceolacuum";"NA";"GOMPHONEMA";"Gomphonema olivaceolacuum";"GOVL";"GOVL"
"GOLI";"Gomphonema olivaceum var. olivaceum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOLI";"GOLI"
"GOTG";"Gomphonema olivaceum f. anormale";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOTG";"DEFO"
"GOHE";"Gomphonema olivaceum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOLI";"GOLI"
"GOLK";"Gomphonema olivaceum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOLI";"GOLI"
"GOLZ";"Gomphonema olivaceum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GNOL";"GNOL"
"GOQU";"Gomphonema olivaceum var. quadripunctatum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GQUA";"GQUA"
"GOAR";"Gomphonema olivaceum var. argunensis";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOAR";"GOAR"
"GOBK";"Gomphonema olivaceum var. baikalensis";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOBK";"GOBK"
"GORO";"Gomphonema olivaceum f. rostrata";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GORO";"GORO"
"GOBA";"Gomphonema olivaceum var. balticum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GIOB";"GIOB"
"GOLB";"Gomphonema olivaceum var. brevistriatum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOBR";"GOBR"
"GOLC";"Gomphonema olivaceum var. calcarea";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GOLC";"GOLC"
"GOCA";"Gomphonema olivaceum var. capitata";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GJUR";"GJUR"
"GODT";"Gomphonema olivaceum var. densostriatum";"NA";"GOMPHONEMA";"Gomphonema olivaceum";"GODS";"GODS"
